Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,1,3,4,1502,1440,1540,1525,WN,1151,N386SW,98,105,83,15,22,MCI,DEN,533,5,10,0,,0,12,0,0,0,3
2008,1,3,4,643,630,726,720,WN,1235,N600WN,103,110,83,6,13,MCI,DEN,533,9,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1038,1010,1259,1230,WN,4,N674AA,81,80,63,29,28,MCI,IND,451,8,10,0,,0,3,0,1,0,25
2008,1,3,4,1920,1850,2140,2110,WN,321,N742SW,80,80,61,30,30,MCI,IND,451,9,10,0,,0,30,0,0,0,0
2008,1,3,4,1429,1420,1531,1535,WN,187,N690SW,182,195,168,-4,9,MCI,LAS,1140,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1211,1210,1333,1320,WN,488,N615SW,202,190,167,13,1,MCI,LAS,1140,27,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1801,1725,1900,1835,WN,962,N302SW,179,190,164,25,36,MCI,LAS,1140,6,9,0,,0,10,0,0,0,15
2008,1,3,4,725,655,819,810,WN,1670,N742SW,174,195,162,9,30,MCI,LAS,1140,3,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,903,900,1003,1010,WN,2193,N352SW,180,190,163,-7,3,MCI,LAS,1140,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2016,2020,2141,2130,WN,3774,N442WN,205,190,174,11,-4,MCI,LAS,1140,20,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1751,1720,1938,1905,WN,810,N648SW,227,225,200,33,31,MCI,LAX,1363,18,9,0,,0,31,0,2,0,0
2008,1,3,4,645,635,822,820,WN,1844,N313SW,217,225,196,2,10,MCI,LAX,1363,10,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1518,1455,1658,1640,WN,3155,N449WN,220,225,203,18,23,MCI,LAX,1363,6,11,0,,0,9,0,0,0,9
2008,1,3,4,1029,1025,1206,1205,WN,3778,N730SW,217,220,195,1,4,MCI,LAX,1363,12,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1922,1850,2253,2225,WN,730,N756SA,151,155,135,28,32,MCI,MCO,1072,5,11,0,,0,0,0,0,0,28
2008,1,3,4,1252,1245,1625,1625,WN,1949,N650SW,153,160,136,0,7,MCI,MCO,1072,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,723,705,1053,1050,WN,2279,N662SW,150,165,134,3,18,MCI,MCO,1072,6,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1550,1545,1709,1705,WN,26,N330SW,79,80,62,4,5,MCI,MDW,405,5,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2229,2100,2343,2215,WN,48,N661SW,74,75,60,88,89,MCI,MDW,405,5,9,0,,0,1,0,0,0,87
2008,1,3,4,848,835,1008,955,WN,95,N499WN,80,80,64,13,13,MCI,MDW,405,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1811,1805,1934,1925,WN,154,N353SW,83,80,62,9,6,MCI,MDW,405,10,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1028,1010,1154,1130,WN,308,N502SW,86,80,66,24,18,MCI,MDW,405,8,12,0,,0,16,0,6,0,2
2008,1,3,4,617,615,743,735,WN,424,N713SW,86,80,59,8,2,MCI,MDW,405,6,21,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,712,715,833,835,WN,748,N416WN,81,80,61,-2,-3,MCI,MDW,405,7,13,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1330,1330,1439,1450,WN,772,N675AA,69,80,56,-11,0,MCI,MDW,405,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1631,1630,1749,1750,WN,1006,N628SW,78,80,62,-1,1,MCI,MDW,405,5,11,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1430,1430,1549,1545,WN,1685,N341SW,79,75,63,4,0,MCI,MDW,405,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1215,1215,1344,1335,WN,1916,N357SW,89,80,60,9,0,MCI,MDW,405,20,9,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2014,1935,2143,2055,WN,3915,N528SW,89,80,60,48,39,MCI,MDW,405,20,9,0,,0,0,0,9,0,39
2008,1,3,4,901,900,1051,1100,WN,425,N267WN,230,240,216,-9,1,MCI,OAK,1489,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1548,1530,1749,1735,WN,3307,N667SW,241,245,228,14,18,MCI,OAK,1489,5,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,621,620,729,730,WN,215,N248WN,68,70,49,-1,1,MCI,OKC,313,4,15,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1130,1120,1232,1225,WN,449,N528SW,62,65,50,7,10,MCI,OKC,313,2,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2135,2125,2239,2235,WN,727,N399WN,64,70,50,4,10,MCI,OKC,313,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1804,1700,1918,1810,WN,1257,N507SW,74,70,47,68,64,MCI,OKC,313,19,8,0,,0,0,0,4,0,64
2008,1,3,4,1309,1230,1455,1425,WN,914,N692SW,226,235,214,30,39,MCI,PDX,1481,4,8,0,,0,5,0,0,0,25
2008,1,3,4,654,640,839,845,WN,453,N232WN,165,185,151,-6,14,MCI,PHX,1044,4,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1644,1635,1839,1830,WN,655,N728SW,175,175,160,9,9,MCI,PHX,1044,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,2128,2025,2328,2220,WN,1579,N775SW,180,175,162,68,63,MCI,PHX,1044,5,13,0,,0,4,0,5,0,59
2008,1,3,4,1108,1045,1255,1240,WN,3943,N310SW,167,175,154,15,23,MCI,PHX,1044,5,8,0,,0,11,0,0,0,4
2008,1,3,4,1654,1655,1844,1830,WN,1209,N653SW,230,215,203,14,-1,MCI,SAN,1333,20,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,811,755,937,935,WN,2298,N338SW,206,220,187,2,16,MCI,SAN,1333,12,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1518,1430,1704,1640,WN,1308,N391SW,226,250,214,24,48,MCI,SEA,1489,3,9,0,,0,4,0,0,0,20
2008,1,3,4,1911,1850,2054,2045,WN,102,N639SW,223,235,208,9,21,MCI,SMF,1442,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,625,625,717,720,WN,63,N768SW,52,55,37,-3,0,MCI,STL,237,3,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1537,1450,1628,1545,WN,283,N213WN,51,55,37,43,47,MCI,STL,237,4,10,0,,0,0,0,0,0,43
2008,1,3,4,2037,2020,2129,2115,WN,1230,N677AA,52,55,36,14,17,MCI,STL,237,4,12,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,901,905,948,1000,WN,1488,N461WN,47,55,36,-12,-4,MCI,STL,237,4,7,0,,0,NA,NA,NA,NA,NA
2008,5,12,1,1712,1650,1927,1900,MQ,3860,N857AE,135,130,115,27,22,VPS,DFW,626,8,12,0,,0,3,0,5,0,19
2008,5,13,2,1746,1650,2000,1900,MQ,3860,N819AE,134,130,119,60,56,VPS,DFW,626,8,7,0,,0,0,0,4,0,56
2008,5,14,3,1722,1650,1938,1900,MQ,3860,N820AE,136,130,117,38,32,VPS,DFW,626,5,14,0,,0,0,0,6,0,32
2008,5,15,4,832,1650,1046,1900,MQ,3860,N906AE,134,130,117,946,942,VPS,DFW,626,8,9,0,,0,932,0,4,0,10
2008,5,16,5,1706,1650,1915,1900,MQ,3860,N810AE,129,130,108,15,16,VPS,DFW,626,12,9,0,,0,0,0,0,0,15
2008,5,17,6,1644,1650,1851,1900,MQ,3860,N695AE,127,130,109,-9,-6,VPS,DFW,626,9,9,0,,0,NA,NA,NA,NA,NA
2008,5,18,7,1641,1650,1845,1900,MQ,3860,N669MB,124,130,106,-15,-9,VPS,DFW,626,11,7,0,,0,NA,NA,NA,NA,NA
2008,5,19,1,1651,1650,1858,1900,MQ,3860,N831AE,127,130,106,-2,1,VPS,DFW,626,8,13,0,,0,NA,NA,NA,NA,NA
2008,5,20,2,1648,1650,1854,1900,MQ,3860,N632AE,126,130,107,-6,-2,VPS,DFW,626,10,9,0,,0,NA,NA,NA,NA,NA
2008,5,21,3,1725,1650,1934,1900,MQ,3860,N803AE,129,130,109,34,35,VPS,DFW,626,11,9,0,,0,4,0,0,0,30
2008,5,22,4,1705,1650,1937,1900,MQ,3860,N813AE,152,130,118,37,15,VPS,DFW,626,10,24,0,,0,4,0,22,0,11
2008,5,23,5,1650,1650,1854,1900,MQ,3860,N842AE,124,130,108,-6,0,VPS,DFW,626,5,11,0,,0,NA,NA,NA,NA,NA
2008,5,24,6,1704,1650,1905,1900,MQ,3860,N812AE,121,130,102,5,14,VPS,DFW,626,10,9,0,,0,NA,NA,NA,NA,NA
2008,5,25,7,1703,1650,1904,1900,MQ,3860,N941LT,121,130,101,4,13,VPS,DFW,626,5,15,0,,0,NA,NA,NA,NA,NA
2008,5,26,1,1645,1650,1853,1900,MQ,3860,N932AE,128,130,107,-7,-5,VPS,DFW,626,12,9,0,,0,NA,NA,NA,NA,NA
2008,5,27,2,NA,1650,NA,1900,MQ,3860,,NA,130,NA,NA,NA,VPS,DFW,626,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,5,28,3,1646,1650,1848,1900,MQ,3860,N836AE,122,130,99,-12,-4,VPS,DFW,626,13,10,0,,0,NA,NA,NA,NA,NA
2008,5,29,4,1650,1650,1850,1900,MQ,3860,N844AE,120,130,98,-10,0,VPS,DFW,626,8,14,0,,0,NA,NA,NA,NA,NA
2008,5,30,5,1649,1650,1856,1900,MQ,3860,N831AE,127,130,102,-4,-1,VPS,DFW,626,11,14,0,,0,NA,NA,NA,NA,NA
2008,5,31,6,1650,1650,1901,1900,MQ,3860,N855AE,131,130,104,1,0,VPS,DFW,626,12,15,0,,0,NA,NA,NA,NA,NA
2008,5,1,4,1431,1425,1617,1625,MQ,3861,N810AE,106,120,83,-8,6,DFW,VPS,626,7,16,0,,0,NA,NA,NA,NA,NA
2008,5,2,5,1504,1425,1705,1625,MQ,3861,N829AE,121,120,98,40,39,DFW,VPS,626,5,18,0,,0,13,0,1,0,26
2008,5,3,6,1429,1425,1616,1625,MQ,3861,N827AE,107,120,80,-9,4,DFW,VPS,626,8,19,0,,0,NA,NA,NA,NA,NA
2008,5,4,7,1441,1425,1624,1625,MQ,3861,N830AE,103,120,79,-1,16,DFW,VPS,626,9,15,0,,0,NA,NA,NA,NA,NA
2008,5,5,1,1427,1425,1652,1625,MQ,3861,N804AE,145,120,80,27,2,DFW,VPS,626,5,60,0,,0,0,0,27,0,0
2008,5,6,2,1438,1425,1628,1625,MQ,3861,N858AE,110,120,93,3,13,DFW,VPS,626,7,10,0,,0,NA,NA,NA,NA,NA
2008,5,7,3,1433,1425,1642,1625,MQ,3861,N840AE,129,120,94,17,8,DFW,VPS,626,7,28,0,,0,0,0,9,0,8
2008,5,8,4,1419,1425,1624,1625,MQ,3861,N856AE,125,120,83,-1,-6,DFW,VPS,626,11,31,0,,0,NA,NA,NA,NA,NA
2008,5,9,5,1420,1425,1603,1625,MQ,3861,N836AE,103,120,80,-22,-5,DFW,VPS,626,6,17,0,,0,NA,NA,NA,NA,NA
2008,5,10,6,1424,1425,1611,1625,MQ,3861,N857AE,107,120,76,-14,-1,DFW,VPS,626,9,22,0,,0,NA,NA,NA,NA,NA
2008,5,11,7,1433,1425,1615,1625,MQ,3861,N819AE,102,120,76,-10,8,DFW,VPS,626,8,18,0,,0,NA,NA,NA,NA,NA
2008,5,12,1,1449,1425,1644,1625,MQ,3861,N857AE,115,120,84,19,24,DFW,VPS,626,13,18,0,,0,19,0,0,0,0
2008,5,13,2,1504,1425,1724,1625,MQ,3861,N819AE,140,120,82,59,39,DFW,VPS,626,8,50,0,,0,0,0,20,0,39
2008,5,14,3,1505,1425,1657,1625,MQ,3861,N820AE,112,120,85,32,40,DFW,VPS,626,6,21,0,,0,6,0,0,0,26
2008,5,15,4,1422,1425,1613,1625,MQ,3861,N827AE,111,120,85,-12,-3,DFW,VPS,626,8,18,0,,0,NA,NA,NA,NA,NA
2008,5,16,5,1444,1425,1642,1625,MQ,3861,N810AE,118,120,92,17,19,DFW,VPS,626,9,17,0,,0,0,17,0,0,0
2008,5,17,6,1425,1425,1610,1625,MQ,3861,N695AE,105,120,81,-15,0,DFW,VPS,626,6,18,0,,0,NA,NA,NA,NA,NA
2008,5,18,7,1424,1425,1612,1625,MQ,3861,N669MB,108,120,84,-13,-1,DFW,VPS,626,7,17,0,,0,NA,NA,NA,NA,NA
2008,5,19,1,1427,1425,1612,1625,MQ,3861,N831AE,105,120,84,-13,2,DFW,VPS,626,10,11,0,,0,NA,NA,NA,NA,NA
2008,5,20,2,1422,1425,1627,1625,MQ,3861,N632AE,125,120,82,2,-3,DFW,VPS,626,5,38,0,,0,NA,NA,NA,NA,NA
2008,5,21,3,1510,1425,1656,1625,MQ,3861,N803AE,106,120,89,31,45,DFW,VPS,626,5,12,0,,0,31,0,0,0,0
2008,5,22,4,1425,1425,1636,1625,MQ,3861,N813AE,131,120,99,11,0,DFW,VPS,626,8,24,0,,0,NA,NA,NA,NA,NA
2008,5,23,5,1433,1425,1628,1625,MQ,3861,N842AE,115,120,87,3,8,DFW,VPS,626,11,17,0,,0,NA,NA,NA,NA,NA
2007,4,5,4,752,800,1007,1023,NW,733,N378NW,195,203,162,-16,-8,JFK,MSP,1028,7,26,0,,0,0,0,0,0,0
2007,4,6,5,754,800,943,1023,NW,733,N329NW,169,203,146,-40,-6,JFK,MSP,1028,5,18,0,,0,0,0,0,0,0
2007,4,7,6,756,800,1021,1023,NW,733,N366NB,205,203,142,-2,-4,JFK,MSP,1028,12,51,0,,0,0,0,0,0,0
2007,4,8,7,754,800,938,1023,NW,733,N321US,164,203,145,-45,-6,JFK,MSP,1028,3,16,0,,0,0,0,0,0,0
2007,4,1,7,1114,1115,1201,1203,NW,733,N333NW,47,48,27,-2,-1,MSP,DLH,144,10,10,0,,0,0,0,0,0,0
2007,4,2,1,1119,1115,1208,1203,NW,733,N352NB,49,48,29,5,4,MSP,DLH,144,12,8,0,,0,0,0,0,0,0
2007,4,3,2,1114,1115,1218,1203,NW,733,N304US,64,48,29,15,-1,MSP,DLH,144,6,29,0,,0,0,0,15,0,0
2007,4,4,3,1113,1115,1210,1203,NW,733,N355NW,57,48,31,7,-2,MSP,DLH,144,15,11,0,,0,0,0,0,0,0
2007,4,5,4,1113,1115,1200,1203,NW,733,N327NW,47,48,26,-3,-2,MSP,DLH,144,11,10,0,,0,0,0,0,0,0
2007,4,6,5,1140,1115,1227,1203,NW,733,N319US,47,48,28,24,25,MSP,DLH,144,6,13,0,,0,24,0,0,0,0
2007,4,8,7,1112,1115,1154,1203,NW,733,N326US,42,48,27,-9,-3,MSP,DLH,144,7,8,0,,0,0,0,0,0,0
2007,4,9,1,1255,1255,1642,1634,NW,734,N355NW,167,159,130,8,0,MSP,JFK,1028,10,27,0,,0,0,0,0,0,0
2007,4,10,2,1317,1255,1650,1634,NW,734,N377NB,153,159,126,16,22,MSP,JFK,1028,7,20,0,,0,16,0,0,0,0
2007,4,11,3,1310,1255,1702,1634,NW,734,N322US,172,159,136,28,15,MSP,JFK,1028,10,26,0,,0,15,0,13,0,0
2007,4,12,4,1403,1255,1759,1634,NW,734,N340NB,176,159,141,85,68,MSP,JFK,1028,12,23,0,,0,0,68,17,0,0
2007,4,13,5,1327,1255,1712,1634,NW,734,N332NB,165,159,120,38,32,MSP,JFK,1028,14,31,0,,0,0,32,6,0,0
2007,4,14,6,1254,1255,1639,1634,NW,734,N368NB,165,159,128,5,-1,MSP,JFK,1028,12,25,0,,0,0,0,0,0,0
2007,4,15,7,NA,1255,NA,1634,NW,734,N333NW,NA,159,NA,NA,NA,MSP,JFK,1028,0,0,1,C,0,0,0,0,0,0
2007,4,16,1,1448,1255,1851,1634,NW,734,N326US,183,159,140,137,113,MSP,JFK,1028,23,20,0,,0,0,113,24,0,0
2007,4,17,2,1328,1255,1714,1634,NW,734,N314US,166,159,140,40,33,MSP,JFK,1028,13,13,0,,0,22,0,7,0,11
2007,4,18,3,1509,1255,1930,1634,NW,734,N343NW,201,159,158,176,134,MSP,JFK,1028,14,29,0,,0,134,0,42,0,0
2007,4,19,4,1254,1255,1636,1634,NW,734,N359NW,162,159,141,2,-1,MSP,JFK,1028,8,13,0,,0,0,0,0,0,0
2007,4,20,5,1252,1255,1648,1634,NW,734,N314NB,176,159,154,14,-3,MSP,JFK,1028,7,15,0,,0,0,0,0,0,0
2007,4,21,6,1250,1255,1642,1634,NW,734,N342NB,172,159,137,8,-5,MSP,JFK,1028,9,26,0,,0,0,0,0,0,0
2007,4,22,7,1302,1255,1644,1634,NW,734,N324US,162,159,139,10,7,MSP,JFK,1028,6,17,0,,0,0,0,0,0,0
2007,4,23,1,1252,1255,1625,1634,NW,734,N369NW,153,159,133,-9,-3,MSP,JFK,1028,9,11,0,,0,0,0,0,0,0
2007,4,24,2,1250,1255,1626,1634,NW,734,N365NW,156,159,127,-8,-5,MSP,JFK,1028,14,15,0,,0,0,0,0,0,0
2007,4,25,3,1257,1255,1631,1634,NW,734,N360NW,154,159,125,-3,2,MSP,JFK,1028,14,15,0,,0,0,0,0,0,0
2007,4,26,4,1253,1255,1643,1634,NW,734,N343NB,170,159,140,9,-2,MSP,JFK,1028,6,24,0,,0,0,0,0,0,0
2007,4,27,5,1451,1255,1852,1634,NW,734,N337NW,181,159,137,138,116,MSP,JFK,1028,15,29,0,,0,0,0,138,0,0
2007,4,28,6,1302,1255,1651,1634,NW,734,N315US,169,159,134,17,7,MSP,JFK,1028,17,18,0,,0,7,0,10,0,0
2007,4,29,7,1255,1255,1812,1634,NW,734,N304US,257,159,135,98,0,MSP,JFK,1028,19,103,0,,0,0,0,98,0,0
2007,4,30,1,1253,1255,1633,1634,NW,734,N334NW,160,159,133,-1,-2,MSP,JFK,1028,18,9,0,,0,0,0,0,0,0
2007,4,9,1,1718,1724,1933,1948,NW,735,N355NW,195,204,144,-15,-6,JFK,MSP,1028,7,44,0,,0,0,0,0,0,0
2007,4,10,2,1729,1724,1954,1948,NW,735,N377NB,205,204,167,6,5,JFK,MSP,1028,9,29,0,,0,0,0,0,0,0
2007,4,11,3,1756,1724,2040,1948,NW,735,N322US,224,204,167,52,32,JFK,MSP,1028,13,44,0,,0,14,0,20,0,18
2007,4,12,4,1834,1724,2050,1948,NW,735,N340NB,196,204,148,62,70,JFK,MSP,1028,11,37,0,,0,0,0,0,0,62
2007,4,13,5,1807,1724,2101,1948,NW,735,N332NB,234,204,172,73,43,JFK,MSP,1028,5,57,0,,0,15,0,30,0,28
2007,4,14,6,1726,1724,1955,1948,NW,735,N368NB,209,204,154,7,2,JFK,MSP,1028,10,45,0,,0,0,0,0,0,0
2007,4,15,7,NA,1724,NA,1948,NW,735,N333NW,NA,204,NA,NA,NA,JFK,MSP,1028,0,0,1,C,0,0,0,0,0,0
2007,4,16,1,1925,1724,2117,1948,NW,735,N326US,172,204,147,89,121,JFK,MSP,1028,6,19,0,,0,0,0,0,0,89
2007,4,17,2,1749,1724,1959,1948,NW,735,N314US,190,204,144,11,25,JFK,MSP,1028,5,41,0,,0,0,0,0,0,0
2007,4,18,3,2005,1724,2218,1948,NW,735,N343NW,193,204,134,150,161,JFK,MSP,1028,3,56,0,,0,0,0,0,0,150
2007,4,19,4,1720,1724,1928,1948,NW,735,N359NW,188,204,144,-20,-4,JFK,MSP,1028,3,41,0,,0,0,0,0,0,0
2007,4,20,5,1729,1724,1951,1948,NW,735,N314NB,202,204,155,3,5,JFK,MSP,1028,2,45,0,,0,0,0,0,0,0
2007,4,21,6,1721,1724,1944,1948,NW,735,N342NB,203,204,149,-4,-3,JFK,MSP,1028,6,48,0,,0,0,0,0,0,0
2007,4,22,7,1723,1724,1940,1948,NW,735,N324US,197,204,144,-8,-1,JFK,MSP,1028,8,45,0,,0,0,0,0,0,0
2007,4,23,1,1716,1724,1950,1948,NW,735,N369NW,214,204,161,2,-8,JFK,MSP,1028,7,46,0,,0,0,0,0,0,0
2007,4,24,2,1720,1724,2026,1948,NW,735,N365NW,246,204,177,38,-4,JFK,MSP,1028,11,58,0,,0,0,0,38,0,0
2007,4,25,3,1721,1724,2012,1948,NW,735,N360NW,231,204,160,24,-3,JFK,MSP,1028,8,63,0,,0,0,0,24,0,0
2007,4,26,4,1728,1724,2004,1948,NW,735,N343NB,216,204,167,16,4,JFK,MSP,1028,6,43,0,,0,0,0,16,0,0
2007,4,27,5,1931,1724,2143,1948,NW,735,N337NW,192,204,142,115,127,JFK,MSP,1028,4,46,0,,0,0,0,0,0,115
2007,4,14,6,2109,2115,2220,2225,NW,735,N353NB,131,130,105,-5,-6,MSP,BIL,748,9,17,0,,0,0,0,0,0,0
2007,4,15,7,2118,2115,2226,2225,NW,735,N331NB,128,130,104,1,3,MSP,BIL,748,6,18,0,,0,0,0,0,0,0
2007,4,16,1,2109,2115,2224,2225,NW,735,N319NB,135,130,111,-1,-6,MSP,BIL,748,6,18,0,,0,0,0,0,0,0
2007,4,17,2,2113,2115,2212,2225,NW,735,N363NB,119,130,103,-13,-2,MSP,BIL,748,5,11,0,,0,0,0,0,0,0
2007,4,18,3,2124,2115,2236,2225,NW,735,N356NB,132,130,106,11,9,MSP,BIL,748,7,19,0,,0,0,0,0,0,0
2007,4,19,4,2119,2115,2231,2225,NW,735,N360NB,132,130,103,6,4,MSP,BIL,748,5,24,0,,0,0,0,0,0,0
2007,4,20,5,2111,2115,2213,2225,NW,735,N332NB,122,130,107,-12,-4,MSP,BIL,748,4,11,0,,0,0,0,0,0,0
2007,4,21,6,2109,2115,2224,2225,NW,735,N376NB,135,130,117,-1,-6,MSP,BIL,748,5,13,0,,0,0,0,0,0,0
2007,4,22,7,2115,2115,2235,2225,NW,735,N354NB,140,130,106,10,0,MSP,BIL,748,5,29,0,,0,0,0,0,0,0
2007,4,23,1,2111,2115,2221,2225,NW,735,N368NB,130,130,106,-4,-4,MSP,BIL,748,6,18,0,,0,0,0,0,0,0
2007,4,24,2,2118,2115,2252,2225,NW,735,N372NB,154,130,118,27,3,MSP,BIL,748,6,30,0,,0,0,0,27,0,0
2007,4,25,3,2109,2115,2303,2225,NW,735,N353NB,174,130,151,38,-6,MSP,BIL,748,8,15,0,,0,0,0,38,0,0
